medalist_wikidata_id,medalist_link,medalist_name,medal,delegation_wikidata_id,delegation_name,country_medal_wikidata_id,country_medal,country_medal_code2,country_medal_code3,date_of_birth,Age this year,place_of_birth_wikidata_id,place_of_birth,place_of_birth_county_in_wikidata_id,place_of_birth_county,sex_or_gender_wikidata_id,sex_or_gender,event_wikidata_id,event_link,event_name,event_part_of,sport
Q26871068,https://en.wikipedia.org/wiki/Ryuzo_Kitajima,Ryuzo Kitajima,bronze,Q114227269,Japan at the 2024 Summer Olympics,Q17,Japan,JP,JPN,23/10/1985,38.00,Q48320,Kobe,Q130290,Hyogo Prefecture,Q6581097,male,Q118950676,https://en.wikipedia.org/wiki/Equestrian_at_the_2024_Summer_Olympics_%E2%80%93_Team_eventing,equestrian at the 2024 Summer Olympics – team eventing,equestrian at the 2024 Summer Olympics,eventing
Q1337633,https://en.wikipedia.org/wiki/Scott_Brash,Scott Brash,gold,Q42911977,Great Britain at the 2024 Summer Olympics,Q145,United Kingdom,GB,GBR,5/12/1985,38.00,Q23436,Edinburgh,Q2379199,City of Edinburgh,Q6581097,male,Q117156654,https://en.wikipedia.org/wiki/Equestrian_at_the_2024_Summer_Olympics_%E2%80%93_Team_jumping,equestrian at the 2024 Summer Olympics – team jumping,equestrian at the 2024 Summer Olympics,equestrian sport
Q16759,https://en.wikipedia.org/wiki/Karl_Cook,Kaley Cuoco,silver,Q113581713,United States at the 2024 Summer Olympics,Q30,United States of America,US,USA,30/11/1985,38.00,Q846040,Camarillo,Q108127,Ventura County,Q6581072,female,Q117156654,https://en.wikipedia.org/wiki/Equestrian_at_the_2024_Summer_Olympics_%E2%80%93_Team_jumping,equestrian at the 2024 Summer Olympics – team jumping,equestrian at the 2024 Summer Olympics,equestrian sport
Q228616,https://en.wikipedia.org/wiki/Marta_(footballer),Marta,silver,Q113504733,Brazil at the 2024 Summer Olympics,Q155,Brazil,BR,BRA,19/2/1986,38.00,Q988800,Dois Riachos,Q40885,Alagoas,Q6581072,female,Q77732190,https://en.wikipedia.org/wiki/Football_at_the_2024_Summer_Olympics_%E2%80%93_Women%27s_tournament,football at the 2024 Summer Olympics – women's tournament,football at the 2024 Summer Olympics,association football
Q2040115,https://en.wikipedia.org/wiki/Helen_Glover,Helen Glover,silver,Q42911977,Great Britain at the 2024 Summer Olympics,Q145,United Kingdom,GB,GBR,17/6/1986,38.00,Q180803,Truro,Q22338583,Cornwall,Q6581072,female,Q116820675,https://en.wikipedia.org/wiki/Rowing_at_the_2024_Summer_Olympics_%E2%80%93_Women%27s_coxless_four,rowing at the 2024 Summer Olympics – women's four,rowing at the 2024 Summer Olympics,rowing
Q19414241,https://en.wikipedia.org/wiki/Josip_Vrli%C4%87,Josip Vrlić,silver,Q42911724,Croatia at the 2024 Summer Olympics,Q224,Croatia,HR,HRV,25/4/1986,38.00,Q1647,Rijeka,Q58071,Primorje-Gorski Kotar County,Q6581097,male,Q115799685,https://en.wikipedia.org/wiki/Water_polo_at_the_2024_Summer_Olympics_%E2%80%93_Men%27s_tournament,water polo at the 2024 Summer Olympics – men's tournament,water polo at the 2024 Summer Olympics,water polo
Q3369983,https://en.wikipedia.org/wiki/Pili_Pe%C3%B1a,Pili Peña,gold,Q42911743,Spain at the 2024 Summer Olympics,Q29,Spain,ES,ESP,4/4/1986,38.00,Q2807,Madrid,Q5756,Community of Madrid,Q6581072,female,Q115800199,https://en.wikipedia.org/wiki/Water_polo_at_the_2024_Summer_Olympics_%E2%80%93_Women%27s_tournament,water polo at the 2024 Summer Olympics – women's tournament,water polo at the 2024 Summer Olympics,water polo
Q554866,https://en.wikipedia.org/wiki/Nando_de_Colo,Nando de Colo,silver,Q114244785,France at the 2024 Summer Olympics,Q142,France,FR,FRA,23/6/1987,37.00,Q380271,Sainte-Catherine,Q12689,Pas-de-Calais,Q6581097,male,Q115799290,https://en.wikipedia.org/wiki/Basketball_at_the_2024_Summer_Olympics_%E2%80%93_Men%27s_tournament,basketball at the 2024 Summer Olympics – men's tournament,basketball at the 2024 Summer Olympics,basketball
Q16451660,https://en.wikipedia.org/wiki/Gintautas_Matulis,Gintautas Matulis,bronze,Q42912127,Lithuania at the 2024 Summer Olympics,Q37,Lithuania,LT,LTU,6/12/1986,37.00,Q1693963,Rokiškis,Q766969,Rokiškis District Municipality,Q6581097,male,Q116842288,https://en.wikipedia.org/wiki/Basketball_at_the_2024_Summer_Olympics_%E2%80%93_Men%27s_3x3_tournament,basketball at the 2024 Summer Olympics – men's 3x3 tournament,basketball at the 2024 Summer Olympics,basketball
Q6242,https://en.wikipedia.org/wiki/Marianne_Vos,Marianne Vos,silver,Q42911949,Netherlands at the 2024 Summer Olympics,Q55,Netherlands,NL,NLD,13/5/1987,37.00,Q2766547,'s-Hertogenbosch,Q9807,'s-Hertogenbosch,Q6581072,female,Q117156496,https://en.wikipedia.org/wiki/Cycling_at_the_2024_Summer_Olympics_%E2%80%93_Women%27s_individual_road_race,cycling at the 2024 Summer Olympics – Women's individual road race,cycling at the 2024 Summer Olympics,road bicycle racing
Q112876069,https://en.wikipedia.org/wiki/Frederic_Wandres,Frederic Wandres,gold,Q114132359,Germany at the 2024 Summer Olympics,Q183,Germany,DE,DEU,25/3/1987,37.00,Q15979,Kehl,Q8191,Ortenau,Q6581097,male,Q117156652,https://en.wikipedia.org/wiki/Equestrian_at_the_2024_Summer_Olympics_%E2%80%93_Team_dressage,equestrian at the 2024 Summer Olympics – team dressage,equestrian at the 2024 Summer Olympics,equestrian sport
Q21634549,https://en.wikipedia.org/wiki/Kazuyasu_Minobe,Kazuyasu Minobe,silver,Q114227269,Japan at the 2024 Summer Olympics,Q17,Japan,JP,JPN,15/7/1987,37.00,Q877941,Echizen,Q133879,Fukui Prefecture,Q6581097,male,Q117156527,https://en.wikipedia.org/wiki/Fencing_at_the_2024_Summer_Olympics_%E2%80%93_Men%27s_team_%C3%A9p%C3%A9e,fencing at the 2024 Summer Olympics – men's team épée,fencing at the 2024 Summer Olympics,fencing
Q2625005,https://en.wikipedia.org/wiki/Luigi_Samele_(fencer),Luigi Samele,bronze,Q114244642,Italy at the 2024 Summer Olympics,Q38,Italy,IT,ITA,25/7/1987,37.00,Q13464,Foggia,Q15129,Province of Foggia,Q6581097,male,Q117156530,https://en.wikipedia.org/wiki/Fencing_at_the_2024_Summer_Olympics_%E2%80%93_Men%27s_sabre,fencing at the 2024 Summer Olympics – men's sabre,fencing at the 2024 Summer Olympics,fencing
Q17489629,https://en.wikipedia.org/wiki/Csan%C3%A1d_G%C3%A9mesi,Csanád Gémesi,silver,Q42911843,Hungary at the 2024 Summer Olympics,Q28,Hungary,HU,HUN,13/11/1986,37.00,Q209988,Gödöllő,Q853188,Gödöllő District,Q6581097,male,Q117156531,https://en.wikipedia.org/wiki/Fencing_at_the_2024_Summer_Olympics_%E2%80%93_Men%27s_team_sabre,fencing at the 2024 Summer Olympics – men's team sabre,fencing at the 2024 Summer Olympics,fencing
Q1467692,https://en.wikipedia.org/wiki/Martin_Zwicker,Martin Zwicker,silver,Q114132359,Germany at the 2024 Summer Olympics,Q183,Germany,DE,DEU,27/2/1987,37.00,Q1796771,Köthen,Q6071,Anhalt-Bitterfeld,Q6581097,male,Q115799683,https://en.wikipedia.org/wiki/Field_hockey_at_the_2024_Summer_Olympics_%E2%80%93_Men%27s_tournament,field hockey at the 2024 Summer Olympics – men's tournament,field hockey at the 2024 Summer Olympics,field hockey
Q20023018,https://en.wikipedia.org/wiki/Luciana_(footballer),Luciana,silver,Q113504733,Brazil at the 2024 Summer Olympics,Q155,Brazil,BR,BRA,24/7/1987,37.00,Q42800,Belo Horizonte,Q39109,Minas Gerais,Q6581072,female,Q77732190,https://en.wikipedia.org/wiki/Football_at_the_2024_Summer_Olympics_%E2%80%93_Women%27s_tournament,football at the 2024 Summer Olympics – women's tournament,football at the 2024 Summer Olympics,association football
Q264681,https://en.wikipedia.org/wiki/Camilla_Herrem,Camilla Herrem,gold,Q114244710,Norway at the 2024 Summer Olympics,Q20,Norway,NO,NOR,8/10/1986,37.00,Q25416,Stavanger,Q50624,Rogaland,Q6581072,female,Q121705755,https://en.wikipedia.org/wiki/Handball_at_the_2024_Summer_Olympics_%E2%80%93_Women%27s_tournament,handball at the 2024 Summer Olympics – women's tournament,handball at the 2024 Summer Olympics,handball
Q2520695,https://en.wikipedia.org/wiki/Rafael_Silva_(judoka),Rafael Silva,bronze,Q113504733,Brazil at the 2024 Summer Olympics,Q155,Brazil,BR,BRA,11/5/1987,37.00,Q1792157,Aquidauana,Q43319,Mato Grosso do Sul,Q6581097,male,Q116829973,https://en.wikipedia.org/wiki/Judo_at_the_2024_Summer_Olympics_%E2%80%93_Mixed_team,judo at the 2024 Summer Olympics – mixed team event,judo at the 2024 Summer Olympics,judo
Q512571,https://en.wikipedia.org/wiki/Emma_Twigg,Emma Twigg,silver,Q114244700,New Zealand at the 2024 Summer Olympics,Q664,New Zealand,NZ,NZL,1/3/1987,37.00,Q203380,Napier,Q32293725,Napier City,Q6581072,female,Q116820626,https://en.wikipedia.org/wiki/Rowing_at_the_2024_Summer_Olympics_%E2%80%93_Women%27s_single_sculls,rowing at the 2024 Summer Olympics – women's single sculls,rowing at the 2024 Summer Olympics,rowing
Q3473426,https://en.wikipedia.org/wiki/Sarah_Steyaert,Sarah Steyaert,bronze,Q114244785,France at the 2024 Summer Olympics,Q142,France,FR,FRA,27/11/1986,37.00,Q1479,Bordeaux,Q1117116,Bordeaux Métropole,Q6581072,female,Q117156661,https://en.wikipedia.org/wiki/Sailing_at_the_2024_Summer_Olympics_%E2%80%93_49er_FX,sailing at the 2024 Summer Olympics – 49er FX,sailing at the 2024 Summer Olympics,sailing
Q76761951,https://en.wikipedia.org/wiki/Caterina_Banti,Caterina Banti,gold,Q114244642,Italy at the 2024 Summer Olympics,Q38,Italy,IT,ITA,13/6/1987,37.00,Q220,Rome,Q18288160,Metropolitan City of Rome,Q6581072,female,Q117156636,https://en.wikipedia.org/wiki/Sailing_at_the_2024_Summer_Olympics_%E2%80%93_Nacra_17,sailing at the 2024 Summer Olympics – Nacra 17,sailing at the 2024 Summer Olympics,sailing
Q4070470,https://en.wikipedia.org/wiki/Zorana_Arunovi%C4%87,Zorana Arunović,gold,Q114753567,Serbia at the 2024 Summer Olympics,Q403,Serbia,RS,SRB,22/11/1986,37.00,Q3711,Belgrade,Q2074197,City of Belgrade,Q6581072,female,Q116496129,https://en.wikipedia.org/wiki/Shooting_at_the_2024_Summer_Olympics_%E2%80%93_Mixed_10_metre_air_pistol_team,shooting at the 2024 Summer Olympics – mixed 10 metre air pistol team,shooting at the 2024 Summer Olympics,shooting sport
Q5812,https://en.wikipedia.org/wiki/Novak_Djokovic,Novak Djokovic,gold,Q114753567,Serbia at the 2024 Summer Olympics,Q403,Serbia,RS,SRB,22/5/1987,37.00,Q3711,Belgrade,Q2074197,City of Belgrade,Q6581097,male,Q117156618,https://en.wikipedia.org/wiki/Tennis_at_the_2024_Summer_Olympics_%E2%80%93_Men%27s_singles,Tennis at the 2024 Summer Olympics – Men's singles,tennis at the 2024 Summer Olympics,tennis
Q229005,https://en.wikipedia.org/wiki/Sara_Errani,Sara Errani,gold,Q114244642,Italy at the 2024 Summer Olympics,Q38,Italy,IT,ITA,29/4/1987,37.00,Q1891,Bologna,Q18288145,Metropolitan City of Bologna,Q6581072,female,Q117156655,https://en.wikipedia.org/wiki/Tennis_at_the_2024_Summer_Olympics_%E2%80%93_Women%27s_doubles,Tennis at the 2024 Summer Olympics – Women's doubles,tennis at the 2024 Summer Olympics,tennis
Q692345,https://en.wikipedia.org/wiki/Matt_Anderson_(volleyball),Matt Anderson,bronze,Q113581713,United States at the 2024 Summer Olympics,Q30,United States of America,US,USA,18/4/1987,37.00,Q40435,Buffalo,Q114843,Erie County,Q6581097,male,Q115799687,https://en.wikipedia.org/wiki/Volleyball_at_the_2024_Summer_Olympics_%E2%80%93_Men%27s_tournament,volleyball at the 2024 Summer Olympics – men's tournament,volleyball at the 2024 Summer Olympics,volleyball
Q3853142,https://en.wikipedia.org/wiki/Maxwell_Holt,Maxwell Holt,bronze,Q113581713,United States at the 2024 Summer Olympics,Q30,United States of America,US,USA,12/3/1987,37.00,Q43196,Cincinnati,Q152891,Hamilton County,Q6581097,male,Q115799687,https://en.wikipedia.org/wiki/Volleyball_at_the_2024_Summer_Olympics_%E2%80%93_Men%27s_tournament,volleyball at the 2024 Summer Olympics – men's tournament,volleyball at the 2024 Summer Olympics,volleyball
Q967009,https://en.wikipedia.org/wiki/Monica_De_Gennaro,Monica De Gennaro-Santarelli,gold,Q114244642,Italy at the 2024 Summer Olympics,Q38,Italy,IT,ITA,8/1/1987,37.00,Q72346,Piano di Sorrento,Q18241891,Metropolitan City of Naples,Q6581072,female,Q115799688,https://en.wikipedia.org/wiki/Volleyball_at_the_2024_Summer_Olympics_%E2%80%93_Women%27s_tournament,volleyball at the 2024 Summer Olympics – women's tournament,volleyball at the 2024 Summer Olympics,volleyball
Q274425,https://en.wikipedia.org/wiki/Jordan_Larson,Jordan Larson,silver,Q113581713,United States at the 2024 Summer Olympics,Q30,United States of America,US,USA,16/10/1986,37.00,Q653613,Fremont,Q490703,Dodge County,Q6581072,female,Q115799688,https://en.wikipedia.org/wiki/Volleyball_at_the_2024_Summer_Olympics_%E2%80%93_Women%27s_tournament,volleyball at the 2024 Summer Olympics – women's tournament,volleyball at the 2024 Summer Olympics,volleyball
Q262883,https://en.wikipedia.org/wiki/Tha%C3%ADsa_Menezes,Thaísa Menezes,bronze,Q113504733,Brazil at the 2024 Summer Olympics,Q155,Brazil,BR,BRA,15/5/1987,37.00,Q8678,Rio de Janeiro,Q41428,Rio de Janeiro,Q6581072,female,Q115799688,https://en.wikipedia.org/wiki/Volleyball_at_the_2024_Summer_Olympics_%E2%80%93_Women%27s_tournament,volleyball at the 2024 Summer Olympics – women's tournament,volleyball at the 2024 Summer Olympics,volleyball
Q16111460,https://en.wikipedia.org/wiki/Luka_Lon%C4%8Dar,Luka Lončar,silver,Q42911724,Croatia at the 2024 Summer Olympics,Q224,Croatia,HR,HRV,26/6/1987,37.00,Q1435,Zagreb,Q224,Croatia,Q6581097,male,Q115799685,https://en.wikipedia.org/wiki/Water_polo_at_the_2024_Summer_Olympics_%E2%80%93_Men%27s_tournament,water polo at the 2024 Summer Olympics – men's tournament,water polo at the 2024 Summer Olympics,water polo
Q352159,https://en.wikipedia.org/wiki/Stephen_Curry,Stephen Curry,gold,Q113581713,United States at the 2024 Summer Olympics,Q30,United States of America,US,USA,14/3/1988,36.00,Q163132,Akron,Q485536,Summit County,Q6581097,male,Q115799290,https://en.wikipedia.org/wiki/Basketball_at_the_2024_Summer_Olympics_%E2%80%93_Men%27s_tournament,basketball at the 2024 Summer Olympics – men's tournament,basketball at the 2024 Summer Olympics,basketball
Q20744786,https://en.wikipedia.org/wiki/Sami_Whitcomb,Sami Whitcomb,bronze,Q114244863,Australia at the 2024 Summer Olympics,Q408,Australia,AU,AUS,20/7/1988,36.00,Q490434,Ventura,Q108127,Ventura County,Q6581072,female,Q116842353,https://en.wikipedia.org/wiki/Basketball_at_the_2024_Summer_Olympics_%E2%80%93_Women%27s_tournament,basketball at the 2024 Summer Olympics – women's tournament,basketball at the 2024 Summer Olympics,basketball
Q120024239,https://en.wikipedia.org/wiki/Danis_Civil,Danis Civil,silver,Q114244785,France at the 2024 Summer Olympics,Q142,France,FR,FRA,3/5/1988,36.00,Q319959,Saint-Laurent-du-Maroni,Q1504003,Canton of Saint-Laurent-du-Maroni,Q6581097,male,Q127505539,https://en.wikipedia.org/wiki/Breaking_at_the_2024_Summer_Olympics_%E2%80%93_B-Boys,Breaking at the 2024 Summer Olympics – B-Boys,breaking at the 2024 Summer Olympics,breakdance
Q3298398,https://en.wikipedia.org/wiki/Matej_Be%C5%88u%C5%A1,Matej Beňuš,bronze,Q42911730,Slovakia at the 2024 Summer Olympics,Q214,Slovakia,SK,SVK,2/11/1987,36.00,Q1780,Bratislava,Q183498,Bratislava Region,Q6581097,male,Q117156595,https://en.wikipedia.org/wiki/Canoeing_at_the_2024_Summer_Olympics_%E2%80%93_Men%27s_slalom_C-1,Canoeing at the 2024 Summer Olympics – Men's slalom C-1,canoeing at the 2024 Summer Olympics,canoeing and kayaking
Q2170928,https://en.wikipedia.org/wiki/Roy_van_den_Berg,Roy van den Berg,gold,Q42911949,Netherlands at the 2024 Summer Olympics,Q55,Netherlands,NL,NLD,8/9/1988,36.00,Q10014,Kampen,Q23814173,Kampen,Q6581097,male,Q117156513,https://en.wikipedia.org/wiki/Cycling_at_the_2024_Summer_Olympics_%E2%80%93_Men%27s_team_sprint,cycling at the 2024 Summer Olympics – men's team sprint,cycling at the 2024 Summer Olympics,track cycling
Q1885406,https://en.wikipedia.org/wiki/Maikel_van_der_Vleuten,Maikel van der Vleuten,bronze,Q42911949,Netherlands at the 2024 Summer Olympics,Q55,Netherlands,NL,NLD,10/2/1988,36.00,Q9835,Geldrop-Mierlo,Q1101,North Brabant,Q6581097,male,Q117156653,https://en.wikipedia.org/wiki/Equestrian_at_the_2024_Summer_Olympics_%E2%80%93_Individual_jumping,equestrian at the 2024 Summer Olympics – individual jumping,equestrian at the 2024 Summer Olympics,equestrian sport
Q17350782,https://en.wikipedia.org/wiki/Julien_Mertine,Julien Mertine,bronze,Q114244785,France at the 2024 Summer Olympics,Q142,France,FR,FRA,25/6/1988,36.00,Q185075,Saint-Germain-en-Laye,Q212673,arrondissement of Saint-Germain-en-Laye,Q6581097,male,Q117156523,https://en.wikipedia.org/wiki/Fencing_at_the_2024_Summer_Olympics_%E2%80%93_Men%27s_team_foil,fencing at the 2024 Summer Olympics – men's team foil,fencing at the 2024 Summer Olympics,fencing
Q16672507,https://en.wikipedia.org/wiki/Renata_Knapik-Miazga,Renata Knapik,bronze,Q114244612,Poland at the 2024 Summer Olympics,Q36,Poland,PL,POL,15/7/1988,36.00,Q106281,Tarnów,Q54159,Lesser Poland Voivodeship,Q6581072,female,Q117156525,https://en.wikipedia.org/wiki/Fencing_at_the_2024_Summer_Olympics_%E2%80%93_Women%27s_team_%C3%A9p%C3%A9e,fencing at the 2024 Summer Olympics – women's team épée,fencing at the 2024 Summer Olympics,fencing
Q274448,https://en.wikipedia.org/wiki/Arianna_Errigo,Arianna Errigo,silver,Q114244642,Italy at the 2024 Summer Olympics,Q38,Italy,IT,ITA,6/6/1988,36.00,Q6252,Monza,Q16210,Province of Monza and Brianza,Q6581072,female,Q117156521,https://en.wikipedia.org/wiki/Fencing_at_the_2024_Summer_Olympics_%E2%80%93_Women%27s_team_foil,fencing at the 2024 Summer Olympics – women's team foil,fencing at the 2024 Summer Olympics,fencing
Q2210951,https://en.wikipedia.org/wiki/Pirmin_Blaak,Pirmin Blaak,gold,Q42911949,Netherlands at the 2024 Summer Olympics,Q55,Netherlands,NL,NLD,8/3/1988,36.00,Q34370,Rotterdam,Q2680952,Rotterdam,Q6581097,male,Q115799683,https://en.wikipedia.org/wiki/Field_hockey_at_the_2024_Summer_Olympics_%E2%80%93_Men%27s_tournament,field hockey at the 2024 Summer Olympics – men's tournament,field hockey at the 2024 Summer Olympics,field hockey
Q20580848,https://en.wikipedia.org/wiki/P._R._Sreejesh,Sreejesh Ravindran,bronze,Q114344830,India at the 2024 Summer Olympics,Q668,India,IN,IND,8/5/1988,36.00,Q1356097,Ernakulam district,Q1186,Kerala,Q6581097,male,Q115799683,https://en.wikipedia.org/wiki/Field_hockey_at_the_2024_Summer_Olympics_%E2%80%93_Men%27s_tournament,field hockey at the 2024 Summer Olympics – men's tournament,field hockey at the 2024 Summer Olympics,field hockey
Q2283950,https://en.wikipedia.org/wiki/Roc%C3%ADo_S%C3%A1nchez_Moccia,Rocío Sánchez Moccia,bronze,Q117834950,Argentina at the 2024 Summer Olympics,Q414,Argentina,AR,ARG,2/8/1988,36.00,Q1486,Buenos Aires,Q414,Argentina,Q6581072,female,Q115799682,https://en.wikipedia.org/wiki/Field_hockey_at_the_2024_Summer_Olympics_%E2%80%93_Women%27s_tournament,field hockey at the 2024 Summer Olympics – women's tournament,field hockey at the 2024 Summer Olympics,field hockey
Q450481,https://en.wikipedia.org/wiki/Alyssa_Naeher,Alyssa Naeher,gold,Q113581713,United States at the 2024 Summer Olympics,Q30,United States of America,US,USA,20/4/1988,36.00,Q49174,Bridgeport,Q54231,Fairfield County,Q6581072,female,Q77732190,https://en.wikipedia.org/wiki/Football_at_the_2024_Summer_Olympics_%E2%80%93_Women%27s_tournament,football at the 2024 Summer Olympics – women's tournament,football at the 2024 Summer Olympics,association football
Q20023020,https://en.wikipedia.org/wiki/Tamires,Tamires Dias,silver,Q113504733,Brazil at the 2024 Summer Olympics,Q155,Brazil,BR,BRA,10/10/1987,36.00,Q1755373,Caeté,Q39109,Minas Gerais,Q6581072,female,Q77732190,https://en.wikipedia.org/wiki/Football_at_the_2024_Summer_Olympics_%E2%80%93_Women%27s_tournament,football at the 2024 Summer Olympics – women's tournament,football at the 2024 Summer Olympics,association football
Q365077,https://en.wikipedia.org/wiki/Mikkel_Hansen,Mikkel Hansen,gold,Q42911725,Denmark at the 2024 Summer Olympics,Q35,Denmark,DK,DNK,22/10/1987,36.00,Q26881,Helsingør,Q511546,Helsingør Municipality,Q6581097,male,Q121704904,https://en.wikipedia.org/wiki/Handball_at_the_2024_Summer_Olympics_%E2%80%93_Men%27s_tournament,handball at the 2024 Summer Olympics – men's tournament,handball at the 2024 Summer Olympics,handball
